1992,0.340274,0.393124,0.549769,0.693264,0.839622,0.950532,0.996355,1.117575,1.199848,1.279516,1.372883,1.472413,1.62872,Predicted
1993,0.392955,0.516439,0.578744,0.738174,0.879218,1.019239,1.121106,1.156151,1.265629,1.335782,1.403385,1.485052,1.57345,Predicted
1994,0.361138,0.534251,0.665318,0.729857,0.887321,1.023282,1.156051,1.249273,1.2749,1.374656,1.435133,1.493352,1.566091,Predicted
1995,0.316379,0.471433,0.650466,0.783277,0.846281,0.999777,1.130077,1.256098,1.341968,1.360007,1.45221,1.505361,1.556611,Predicted
1996,0.333901,0.390836,0.549886,0.730096,0.861871,0.922196,1.071871,1.197615,1.318673,1.399421,1.41236,1.499618,1.548064,Predicted
1997,0.354105,0.444891,0.507783,0.668588,0.847253,0.975036,1.029664,1.172548,1.290894,1.404315,1.477463,1.48303,1.563275,Predicted
1998,0.309331,0.400946,0.494246,0.557878,0.718031,0.895011,1.020389,1.072152,1.211914,1.327037,1.437251,1.507287,1.509895,Predicted
1999,0.329153,0.431508,0.529679,0.624911,0.686843,0.842601,1.01331,1.131213,1.174832,1.306188,1.412945,1.515044,1.57736,Predicted
2000,0.300434,0.408751,0.515378,0.614808,0.708932,0.768001,0.919673,1.085512,1.19811,1.236252,1.362158,1.463627,1.560697,Predicted
2001,0.337797,0.453002,0.569508,0.678547,0.775854,0.86449,0.915727,1.058065,1.213734,1.315836,1.34353,1.459302,1.551131,Predicted
2002,0.331896,0.44944,0.570636,0.688907,0.796393,0.889684,0.972589,1.016996,1.151892,1.29988,1.394336,1.414615,1.523333,Predicted
2003,0.345542,0.441977,0.565429,0.688366,0.805105,0.908631,0.996271,1.072442,1.109511,1.236834,1.377283,1.464428,1.477751,Predicted
2004,0.333214,0.498176,0.602803,0.728668,0.849481,0.96073,1.056421,1.134723,1.200719,1.227287,1.344158,1.474469,1.551969,Predicted
2005,0.277321,0.403093,0.571805,0.677536,0.802429,0.920728,1.02839,1.119806,1.19345,1.254639,1.276422,1.388651,1.514547,Predicted
2006,0.307204,0.443658,0.578357,0.749699,0.853116,0.972025,1.081786,1.179272,1.2596,1.3218,1.371598,1.382333,1.484051,Predicted
2007,0.306246,0.492451,0.638847,0.776474,0.945239,1.041992,1.151392,1.24982,1.334957,1.402541,1.452055,1.489549,1.488579,Predicted
2008,0.305784,0.457111,0.651412,0.800194,0.935722,1.09906,1.188069,1.288239,1.376611,1.451368,1.50862,1.548115,1.576076,Predicted
2009,0.351046,0.532902,0.696418,0.894309,1.03993,1.167289,1.318968,1.394083,1.479114,1.55186,1.611064,1.653231,1.678375,Predicted
2010,0.269194,0.446664,0.633652,0.79868,0.995241,1.137422,1.259873,1.405702,1.474443,1.552896,1.619094,1.671947,1.708072,Predicted
2011,0.246138,0.431514,0.617696,0.80725,0.970019,1.160741,1.29459,1.40711,1.54212,1.599693,1.66703,1.722446,1.765044,Predicted
2012,0.277195,0.394309,0.587637,0.776162,0.963654,1.121093,1.30421,1.428994,1.531637,1.656452,1.703878,1.761374,1.807428,Predicted
2013,0.344036,0.437337,0.563045,0.758905,0.945201,1.126933,1.276152,1.449471,1.563581,1.655206,1.769055,1.805845,1.853221,Predicted
2014,0.410493,0.488791,0.58986,0.717857,0.911703,1.092792,1.267094,1.407456,1.571127,1.675277,1.756989,1.861224,1.888867,Predicted
2015,0.373447,0.448184,0.528505,0.63017,0.757642,0.950132,1.129287,1.301282,1.439133,1.60021,1.701779,1.780988,1.882841,Predicted
2016,0.29962,0.434905,0.512939,0.594232,0.695042,0.820304,1.009639,1.185034,1.352933,1.486555,1.643423,1.74091,1.816236,Predicted
2017,0.335214,0.417055,0.558643,0.638534,0.718192,0.814778,0.934012,1.116163,1.283729,1.443549,1.569129,1.718197,1.808264,Predicted
2018,0.357598,0.430726,0.517694,0.660791,0.739354,0.815576,0.907259,1.02065,1.196434,1.357429,1.510708,1.629944,1.772977,Predicted
2019,0.433823,0.546216,0.629467,0.719417,0.85989,0.931668,0.998208,1.078352,1.179169,1.341976,1.490055,1.630805,1.738123,Predicted
2020,0.374715,0.48507,0.600214,0.684275,0.773512,0.912141,0.981288,1.044693,1.121421,1.218713,1.37801,1.522685,1.660197,Predicted
2021,0.302947,0.426239,0.539358,0.655317,0.738661,0.826045,0.962029,1.028024,1.087995,1.161178,1.254941,1.410816,1.552236,Predicted
2022,0.340108,0.446412,0.577403,0.692791,0.806753,0.884937,0.964956,1.092163,1.148595,1.198696,1.262054,1.346289,1.493099,Predicted
2023,0.319566,0.490613,0.604994,0.738365,0.851658,0.960207,1.030665,1.101476,1.218651,1.264729,1.304523,1.357884,1.432609,Predicted
2024,0.313754,0.449219,0.627224,0.743655,0.87522200000000006,0.983852,1.085745,1.148271,1.21044,1.318695,1.355893,1.387076,1.432245,Predicted
2025,0.313754,0.443407,0.58583,0.765885,0.880512,1.007415,1.10939,1.203351,1.257234,1.310483,1.409859,1.438446,1.461437,Predicted
